data at t = 1590: tot = 1068.63103, non-emp = 2925, mx = 5.72547, top10av = 4.55163
data at t = 1600: tot = 1056.18207, non-emp = 2925, mx = 5.58008, top10av = 4.44903
data at t = 1610: tot = 1044.03119, non-emp = 2925, mx = 5.44095, top10av = 4.35096
data at t = 1620: tot = 1032.16546, non-emp = 2925, mx = 5.30767, top10av = 4.26129
data at t = 1630: tot = 1020.57273, non-emp = 2925, mx = 5.17989, top10av = 4.17473
data at t = 1640: tot = 1009.24153, non-emp = 2925, mx = 5.05726, top10av = 4.09109
summer comes! 
data at t = 1650: tot = 1020.00312, non-emp = 2925, mx = 5.15413, top10av = 4.14059
data at t = 1660: tot = 1045.48769, non-emp = 2925, mx = 5.37610, top10av = 4.27674
data at t = 1670: tot = 1071.15197, non-emp = 2925, mx = 5.58211, top10av = 4.41542
data at t = 1680: tot = 1097.02792, non-emp = 2925, mx = 5.77527, top10av = 4.54969
data at t = 1690: tot = 1123.14568, non-emp = 2925, mx = 5.95738, top10av = 4.68012
data at t = 1700: tot = 1149.53599, non-emp = 2925, mx = 6.12995, top10av = 4.80714
data at t = 1710: tot = 1176.23025, non-emp = 2925, mx = 6.29428, top10av = 4.93110
data at t = 1720: tot = 1203.26016, non-emp = 2925, mx = 6.45153, top10av = 5.05235
data at t = 1730: tot = 1230.65737, non-emp = 2925, mx = 6.60273, top10av = 5.17404
data at t = 1740: tot = 1258.45328, non-emp = 2925, mx = 6.74875, top10av = 5.29549
data at t = 1750: tot = 1286.67887, non-emp = 2925, mx = 6.89036, top10av = 5.41467
data at t = 1760: tot = 1315.36466, non-emp = 2925, mx = 7.02823, top10av = 5.53190
data at t = 1770: tot = 1344.54073, non-emp = 2925, mx = 7.16293, top10av = 5.64745
data at t = 1780: tot = 1374.23667, non-emp = 2925, mx = 7.29497, top10av = 5.76158
data at t = 1790: tot = 1404.48169, non-emp = 2925, mx = 7.42480, top10av = 5.87764
data at t = 1800: tot = 1435.30467, non-emp = 2925, mx = 7.55281, top10av = 5.99656
data at t = 1810: tot = 1466.73420, non-emp = 2925, mx = 7.67936, top10av = 6.11456
data at t = 1820: tot = 1498.79870, non-emp = 2925, mx = 7.80476, top10av = 6.23185
winter comes! 
data at t = 1830: tot = 1505.48168, non-emp = 2925, mx = 7.73238, top10av = 6.18757
data at t = 1840: tot = 1486.73733, non-emp = 2925, mx = 7.47685, top10av = 5.99158
data at t = 1850: tot = 1468.56072, non-emp = 2925, mx = 7.23748, top10av = 5.81369
data at t = 1860: tot = 1450.92009, non-emp = 2925, mx = 7.01224, top10av = 5.64710
data at t = 1870: tot = 1433.78681, non-emp = 2925, mx = 6.79964, top10av = 5.49467
data at t = 1880: tot = 1417.13471, non-emp = 2925, mx = 6.59854, top10av = 5.35287
data at t = 1890: tot = 1400.93956, non-emp = 2925, mx = 6.40796, top10av = 5.21757
data at t = 1900: tot = 1385.17883, non-emp = 2925, mx = 6.22710, top10av = 5.08832
data at t = 1910: tot = 1369.83148, non-emp = 2925, mx = 6.05521, top10av = 4.96473
data at t = 1920: tot = 1354.87781, non-emp = 2925, mx = 5.89166, top10av = 4.84846
data at t = 1930: tot = 1340.29933, non-emp = 2925, mx = 5.73586, top10av = 4.73720
data at t = 1940: tot = 1326.07871, non-emp = 2925, mx = 5.58728, top10av = 4.63054
data at t = 1950: tot = 1312.19965, non-emp = 2925, mx = 5.44543, top10av = 4.53251
data at t = 1960: tot = 1298.64681, non-emp = 2925, mx = 5.30988, top10av = 4.43938
data at t = 1970: tot = 1285.40577, non-emp = 2925, mx = 5.18021, top10av = 4.34980
data at t = 1980: tot = 1272.46295, non-emp = 2925, mx = 5.05606, top10av = 4.26415
data at t = 1990: tot = 1259.80556, non-emp = 2925, mx = 4.93707, top10av = 4.18311
data at t = 2000: tot = 1247.42157, non-emp = 2925, mx = 4.82293, top10av = 4.10499
summer comes! 
data at t = 2010: tot = 1239.87456, non-emp = 2925, mx = 4.74876, top10av = 4.05299
data at t = 2020: tot = 1273.80426, non-emp = 2925, mx = 4.97999, top10av = 4.20685
data at t = 2030: tot = 1308.12194, non-emp = 2925, mx = 5.19379, top10av = 4.35528
data at t = 2040: tot = 1342.87038, non-emp = 2925, mx = 5.39515, top10av = 4.50042
data at t = 2050: tot = 1378.08581, non-emp = 2925, mx = 5.58611, top10av = 4.64288
data at t = 2060: tot = 1413.80500, non-emp = 2925, mx = 5.76814, top10av = 4.78298
data at t = 2070: tot = 1450.06609, non-emp = 2925, mx = 5.94251, top10av = 4.92353
data at t = 2080: tot = 1486.90831, non-emp = 2925, mx = 6.11036, top10av = 5.06265
data at t = 2090: tot = 1524.37151, non-emp = 2925, mx = 6.27267, top10av = 5.19978
data at t = 2100: tot = 1562.49594, non-emp = 2925, mx = 6.46888, top10av = 5.33520
data at t = 2110: tot = 1601.32193, non-emp = 2925, mx = 6.71938, top10av = 5.47296
data at t = 2120: tot = 1640.88980, non-emp = 2925, mx = 6.96723, top10av = 5.61478
data at t = 2130: tot = 1681.23982, non-emp = 2925, mx = 7.21257, top10av = 5.75809
data at t = 2140: tot = 1722.41217, non-emp = 2925, mx = 7.45560, top10av = 5.90615
data at t = 2150: tot = 1764.44698, non-emp = 2925, mx = 7.69657, top10av = 6.05323
data at t = 2160: tot = 1807.38438, non-emp = 2925, mx = 7.93578, top10av = 6.19955
data at t = 2170: tot = 1851.26455, non-emp = 2925, mx = 8.17352, top10av = 6.34532
data at t = 2180: tot = 1896.12781, non-emp = 2925, mx = 8.41011, top10av = 6.49104
data at t = 2190: tot = 1942.01469, non-emp = 2925, mx = 8.64588, top10av = 6.63752
winter comes! 
data at t = 2200: tot = 1920.32336, non-emp = 2925, mx = 8.31512, top10av = 6.43212
data at t = 2210: tot = 1899.27725, non-emp = 2925, mx = 8.00558, top10av = 6.23892
data at t = 2220: tot = 1878.83906, non-emp = 2925, mx = 7.71438, top10av = 6.06334
data at t = 2230: tot = 1858.97567, non-emp = 2925, mx = 7.43960, top10av = 5.89845
data at t = 2240: tot = 1839.65699, non-emp = 2925, mx = 7.17986, top10av = 5.74832
data at t = 2250: tot = 1820.85531, non-emp = 2925, mx = 6.93401, top10av = 5.60868
data at t = 2260: tot = 1802.54493, non-emp = 2925, mx = 6.70113, top10av = 5.47842
data at t = 2270: tot = 1784.70186, non-emp = 2925, mx = 6.48037, top10av = 5.35888
data at t = 2280: tot = 1767.30368, non-emp = 2925, mx = 6.27099, top10av = 5.24441
data at t = 2290: tot = 1750.32937, non-emp = 2925, mx = 6.07231, top10av = 5.13530
data at t = 2300: tot = 1733.75920, non-emp = 2925, mx = 5.88369, top10av = 5.03276
data at t = 2310: tot = 1717.57463, non-emp = 2925, mx = 5.70455, top10av = 4.93431
data at t = 2320: tot = 1701.75823, non-emp = 2925, mx = 5.53435, top10av = 4.83970
data at t = 2330: tot = 1686.29360, non-emp = 2925, mx = 5.37256, top10av = 4.75125
data at t = 2340: tot = 1671.16531, non-emp = 2925, mx = 5.21870, top10av = 4.66904
data at t = 2350: tot = 1656.35881, non-emp = 2925, mx = 5.07234, top10av = 4.58971
data at t = 2360: tot = 1641.86041, non-emp = 2925, mx = 4.93302, top10av = 4.51312
data at t = 2370: tot = 1627.65719, non-emp = 2925, mx = 4.80037, top10av = 4.43911
summer comes! 
data at t = 2380: tot = 1650.33187, non-emp = 2925, mx = 4.93567, top10av = 4.50788
data at t = 2390: tot = 1698.02794, non-emp = 2925, mx = 5.24417, top10av = 4.66633
data at t = 2400: tot = 1746.49222, non-emp = 2925, mx = 5.55507, top10av = 4.82339
data at t = 2410: tot = 1795.77469, non-emp = 2925, mx = 5.86831, top10av = 4.98567
data at t = 2420: tot = 1845.92435, non-emp = 2925, mx = 6.18266, top10av = 5.14592
data at t = 2430: tot = 1896.99218, non-emp = 2925, mx = 6.49691, top10av = 5.30439
data at t = 2440: tot = 1949.03124, non-emp = 2925, mx = 6.81013, top10av = 5.46857
data at t = 2450: tot = 2002.09620, non-emp = 2925, mx = 7.12164, top10av = 5.64586
data at t = 2460: tot = 2056.24288, non-emp = 2925, mx = 7.43105, top10av = 5.82591
data at t = 2470: tot = 2111.52792, non-emp = 2925, mx = 7.73817, top10av = 6.00460
data at t = 2480: tot = 2168.00861, non-emp = 2925, mx = 8.04295, top10av = 6.18210
data at t = 2490: tot = 2225.74269, non-emp = 2925, mx = 8.34551, top10av = 6.35863
data at t = 2500: tot = 2284.78840, non-emp = 2925, mx = 8.64604, top10av = 6.53440
data at t = 2510: tot = 2345.20438, non-emp = 2925, mx = 8.94482, top10av = 6.70962
data at t = 2520: tot = 2407.04980, non-emp = 2925, mx = 9.24215, top10av = 6.88818
data at t = 2530: tot = 2470.38436, non-emp = 2925, mx = 9.53839, top10av = 7.07501
data at t = 2540: tot = 2535.26839, non-emp = 2925, mx = 9.83393, top10av = 7.26902
data at t = 2550: tot = 2601.76294, non-emp = 2925, mx = 10.12912, top10av = 7.47016
winter comes! 
data at t = 2560: tot = 2622.44189, non-emp = 2925, mx = 10.07919, top10av = 7.46390
data at t = 2570: tot = 2596.63625, non-emp = 2925, mx = 9.70387, top10av = 7.26879
data at t = 2580: tot = 2571.56234, non-emp = 2925, mx = 9.35152, top10av = 7.09461
data at t = 2590: tot = 2547.17921, non-emp = 2925, mx = 9.01942, top10av = 6.92999
data at t = 2600: tot = 2523.45003, non-emp = 2925, mx = 8.70568, top10av = 6.78128
data at t = 2610: tot = 2500.34110, non-emp = 2925, mx = 8.40884, top10av = 6.65974
data at t = 2620: tot = 2477.82124, non-emp = 2925, mx = 8.12772, top10av = 6.56181
data at t = 2630: tot = 2455.86145, non-emp = 2925, mx = 7.86128, top10av = 6.47081
data at t = 2640: tot = 2434.43463, non-emp = 2925, mx = 7.60861, top10av = 6.38378
data at t = 2650: tot = 2413.51541, non-emp = 2925, mx = 7.36887, top10av = 6.30046
data at t = 2660: tot = 2393.07996, non-emp = 2925, mx = 7.14130, top10av = 6.22061
data at t = 2670: tot = 2373.10595, non-emp = 2925, mx = 6.92519, top10av = 6.14403
data at t = 2680: tot = 2353.57233, non-emp = 2925, mx = 6.71988, top10av = 6.07052
data at t = 2690: tot = 2334.45933, non-emp = 2925, mx = 6.52475, top10av = 5.99990
data at t = 2700: tot = 2315.74834, non-emp = 2925, mx = 6.33922, top10av = 5.94011
data at t = 2710: tot = 2297.42184, non-emp = 2925, mx = 6.23915, top10av = 5.88497
data at t = 2720: tot = 2279.46330, non-emp = 2925, mx = 6.21661, top10av = 5.83177
data at t = 2730: tot = 2261.85716, non-emp = 2925, mx = 6.19434, top10av = 5.78040
summer comes! 
data at t = 2740: tot = 2253.11633, non-emp = 2925, mx = 6.19993, top10av = 5.76255
data at t = 2750: tot = 2321.94972, non-emp = 2925, mx = 6.45406, top10av = 6.02385
data at t = 2760: tot = 2392.09500, non-emp = 2925, mx = 6.71156, top10av = 6.28908
data at t = 2770: tot = 2463.63105, non-emp = 2925, mx = 6.97497, top10av = 6.55996
data at t = 2780: tot = 2536.62888, non-emp = 2925, mx = 7.27613, top10av = 6.83693
data at t = 2790: tot = 2611.16161, non-emp = 2925, mx = 7.66785, top10av = 7.12018
data at t = 2800: tot = 2687.30567, non-emp = 2925, mx = 8.05994, top10av = 7.40984
data at t = 2810: tot = 2765.14052, non-emp = 2925, mx = 8.45142, top10av = 7.70607
data at t = 2820: tot = 2844.74799, non-emp = 2925, mx = 8.84165, top10av = 8.00907
data at t = 2830: tot = 2926.21185, non-emp = 2925, mx = 9.23026, top10av = 8.31907
data at t = 2840: tot = 3009.61748, non-emp = 2925, mx = 9.61712, top10av = 8.63636
data at t = 2850: tot = 3095.05168, non-emp = 2925, mx = 10.00228, top10av = 8.96124
data at t = 2860: tot = 3182.60253, non-emp = 2925, mx = 10.38594, top10av = 9.29405
data at t = 2870: tot = 3272.35938, non-emp = 2925, mx = 10.76839, top10av = 9.63516
data at t = 2880: tot = 3364.41288, non-emp = 2925, mx = 11.14998, top10av = 9.98495
data at t = 2890: tot = 3458.85507, non-emp = 2925, mx = 11.53116, top10av = 10.34382
data at t = 2900: tot = 3555.77941, non-emp = 2925, mx = 11.91236, top10av = 10.71219
data at t = 2910: tot = 3655.28097, non-emp = 2925, mx = 12.29408, top10av = 11.09047
data at t = 2920: tot = 3757.45650, non-emp = 2925, mx = 12.67679, top10av = 11.47912
winter comes! 
data at t = 2930: tot = 3724.20975, non-emp = 2925, mx = 12.20392, top10av = 11.34074
data at t = 2940: tot = 3691.88804, non-emp = 2925, mx = 11.95843, top10av = 11.20975
data at t = 2950: tot = 3660.43784, non-emp = 2925, mx = 11.89992, top10av = 11.08514
data at t = 2960: tot = 3629.81161, non-emp = 2925, mx = 11.84320, top10av = 10.96621
data at t = 2970: tot = 3599.96623, non-emp = 2925, mx = 11.78801, top10av = 10.85245
data at t = 2980: tot = 3570.86198, non-emp = 2925, mx = 11.73415, top10av = 10.74346
data at t = 2990: tot = 3542.46203, non-emp = 2925, mx = 11.68145, top10av = 10.63889
data at t = 3000: tot = 3514.73199, non-emp = 2925, mx = 11.62981, top10av = 10.55627
data at t = 3010: tot = 3487.63973, non-emp = 2925, mx = 11.57913, top10av = 10.49659
data at t = 3020: tot = 3461.15511, non-emp = 2925, mx = 11.52931, top10av = 10.45190
data at t = 3030: tot = 3435.24982, non-emp = 2925, mx = 11.48031, top10av = 10.40791
data at t = 3040: tot = 3409.89727, non-emp = 2925, mx = 11.43205, top10av = 10.36457
